to intend to	نَوى + أنْ / المصدر ، يَنوي ، النِّيّة	15	n
they, both of them	هُما	15	n
subject, topic	مَوضوع	15	n
subjects, topics	-ات / مَواضيع	15	y
she was born	وُلِدَت	15	n
sea	بَحر	15	n
seas	بِحار	15	y
island	جَزيرة	15	n
islands	جُزُر	15	y
north	شَمال	15	n
east	شَرق	15	n
south	جَنوب	15	n
west	غَرب	15	n
church	كنيسة	15	n
churches	كنائِس	15	y
God, Lord	الرَّبّ	15	n
i.e.	أَيْ	16	n
I wonder	يا تُرى ... ؟! + سؤال	16	n
to arrange	رَتَّبَ ، يُرَتِّب ، التَّرتيب	16	n
to send	أَرسَل ، يُرسِل ، الإرسال	16	n
to draw	رَسَمَ ، يَرسُم ، الرَّسْم	16	n
to buy, purchase	اِشْتَرى ، يَشْتَري ، الشِراء	16	n
month	شَهْر	16	n
months	أشهُر ، شُهور	16	y
to repair, repairing	أَصْلَحَ ، يُصْلِح ، الإصلاح	16	n
to prepare for	اِسْتَعَدَّ لِ ، يَستَعِدّ لِ ، الاِستِعداد لِ	16	n
to change (something)	غَيَّرَ ، يُغَيِّر ، التَّغيير	16	n
towel	فوطة	16	n
towels	فُوَط	16	y
less than	أقَلّ مِن	16	n
it is necessary to	مِن اللازِم أنْ	16	n
(bed)sheet	مِلاية	16	n
(bed)sheets	-ات	16	y
middle	مُنْتَصَف	16	n
it is necessary to	يَجِب + أنْ / المصدر	16	n
to arrive	وَصَلَ الى ، يَصِل الى ، الوُصول الى	16	n
expensive	(غالي (غالٍ	16	n
cheap, inexpensive	رَخيص	16	n
famous	مَشهور	16	n
famous (pl)	-ون / ين	16	y
boring	مُمِلّ	16	n
enjoyable, fun	مُمتِع	16	n
deep	عَميق	16	n
dangerous	خَطير	16	n
to encourage (something)	شَجَّعَ	16	n
you contact, call, get in touch with	تَتَّصِل بِ	16	n
be cured	أُشفى	16	n
to be / become angry	غَضِبَ	16	n
to be happy	سَعيد ، سَعُدَ	16	n
to wear, put on	لَبِسَ	16	n
to make (someone) angry	أَغْضَبَ	16	n
to make (someone) happy	أَسْعَدَ	16	n
to dress (someone)	أَلْبَسَ	16	n
case marking	الإعراب	16	n
sign (from God)	آية	16	n
signs (from God)	-ات	16	y
sky, heaven	السَّماء	16	n
I hope; please	أرجو + أن / المصدر	16	n
I hope you are	أرجو أنْ تكون	16	n
subject of a  جملة اسمية	مبتدأ	17	n
predicate of a جملة اسمية	خبر	17	n
subject of a  جملة فعلية	الفاعل	17	n
object of a  جملة فعلية	المفعول بِهِ	17	n
it appears, seems that	يَبدو أنّ	17	n
(the) rest, remainder of (noun)	بَقِيّة	17	n
to meet, gather (with)	اِجْتَمَعَ ، يجْتَمِع  ( الاِجْتِماع (ب / مع	17	n
until	حَتّى	17	n
to differ from	اِختَلَفَ عن ، يَخْتَلِف عن ، الاِختِلاف عن	17	n
well, fine (said of people only)	بِخَير	17	n
meal eaten before dawn during Ramadan	السُّحور	17	n
series, serial (on television)	مُسَلْسَل	17	n
series (pl), serials (on television)	-ات	17	y
to supervise	أَشْرَفَ على ، يُشرِف على ، الإشراف على	17	n
to be / become (pre)occupied with	اِنْشَغَلَ بِ ، يَنْشغِل بِ ، الاِنشِغال ب	17	n
newspaper	صَحيفة	17	n
newspapers	صُحُف	17	y
to cook	طَبَخَ ، يَطبُخ ، الطَبْخ	17	n
to get used to, accustomed to	(اِعْتادَ (على	17	n
year	عام	17	n
years	أعوام	17	y
(greeting used on holidays, birthdays, etc)	كل عام وأنتم بخير	17	n
