cold (adjective)|بارِد / ة|5
very|جِدّاً|5
weather|الجَوّ = الطَّقس|5
I like, love|أُحِبّ|5
hot (adjective)|حارّ / ة|5
the best ...|أَحسَن + اسم مفرد|5
indefinite noun|اِسْم مُفْرَد|5
sometimes|أَحْياناً|5
autumn|الخَريف|5
degree|دَرَجة|5
temperature|دَرَجة الحَرارة|5
spring (season)|الرَّبيع|5
humidity|الرُّطوبة|5
crowding, overcrowdedness|الاِزدِحام|5
on account of, because of|بِسَبَب|5
winter|الشِّتاء|5
I feel, having feelings of|أَشعُر بِ|5
summer|الصَّيف|5
weather|الطَّقس = الجَوّ|5
high|عالِية|5
low|مُنْخَفِظَة|5
season|فَصل ج. فُصول|5
semester|فصل دراسيّ|5
only|فَقَط|5
a lot, much (adverb)|كَثيراً|5
many (adjective)|كَثير / ة ج. -ون/ين|5
as far as (someone) is concerned|بالنسبة لِ|5
loneliness|الوِحدة|5
well|جَيِّداً|5
noun|اِسم ج. أَسماء|5
capital (city)|عاصِمة ج. عَواصِم|5
commerce, trade|التِّجارة|6
I get, obtain|أَحصُل على|6
to get/getting, to obtain/obtaining|الحُصول على|6
lecture|مُحاضَرة ج. مُحاضَرات|6
I graduated from|تَخَرَّجْتُ مِن|6
business administration|إدارة الأعمال|6
that (demonstrative, male)|ذلِكَ|6
that (demonstrative, female)|تِلكَ|6
I go to|أَذهَب إلى|6
week|أُسْبوع ج. أَسابيع|6
year|سَنة ج. سَنَوات|6
graduate fellow; teaching assistant|مُعيد ج. ون/ين|6
in order to|لِ|6
why?|لِماذا ؟|6
because|لِأنَّ + جملة اسمية|6
so, thus, for this reason|لِذلِك|6
since, ago|مُنذُ|6
have been ..ing ...since / for|فعل مضارع + مُنذُ|6
two years ago|مُنذُ سَنَتيْن|6
day|يَوم ج. أَيّام|6
today|اليَوم|6
Saturday|يوم السَبت|6
Sunday|يوم الأحَد|6
Monday|يوم الاِثنين|6
Tuesday|يوم الثُلاثاء|6
Wednesday|يوم الأرْبِعاء|6
Thursday|يوم الخَميس|6
Friday|يوم الجُمْعة|6
restaurant|مَطعَم ج. مَطاعِم|6
dinner|عَشاء|6
program|بَرنامَج ج. بَرامِج|6
chicken|دَجاج|6
fish|سَمَك|6
meat|لَحم|6
salad|سَلَطة|6
soup|شوربة|6
rice|أَرُزّ|6
vegetables|خَضرَوات|6
cooking oil|زَيت|6
fruits|فَواكِه|6
first (female)|أُولى|7
first (male)|أَوَّل|7
secondary|ثانَوِيّ / ة|7
Baccalaureate|الثّانَوِيّة العامّة|7
grandfather/ancestors|جَدّ ج. أَجداد|7
grandmother|جَدّة ج. -ات|7
accident|حادِث ج. حَوادِث|7
preparatory (school)|إعْداديّ|7
general, public|عامّ / ة|7
(she) lives|تَعيش|7
economics, economy|الاِقتِصاد|7
the biggest or oldest|أكبر + اسم في إضافة|7
the oldest of them|أكْبَرهم|7
she/it was|كانَت|7
(she) died|ماتَت|7
ministry|وِزارة ج. -ات|7
there (is/are)|هُناكَ|7
How many...?|كَم؟ + المفرد|7
the dual|المُثَنّى|7
How much? (price)|بِكَم؟|7
hobby|هِواية ج. -ات|7
sports|الرِياضة|7
basketball|كُرة السَّلّة|7
soccer|كُرة القَدَم|7
volleyball|الكُرة الطائرة|7
jogging|الجَري|7
skiing|التَّزَلُّج|7
swimming|السِّباحة|7
dancing|الرَّقص|7
music|الموسيقى|7
reading|القِراءة|7
cinema|السينما|7
drawing|الرَّسم|7
photography|التَّصوير|7
yesterday|أَمْس|7
mother|أُمّ ج. اُمَّهات|8
after|بَعدَ|8
I got, obtained|حصلتُ على|8
I entered|دخلتُ|8
I enter|أَدخُل ، الدُّخول|8
I study|أُذاكِر|8
reviewing lessons, doing homework|المُذاكَرة|8
opinion|رَأي ج. آراء|8
in his opinion|في رأيِهِ|8
he refused|رَفَضَ + المصدر|8
I refuse|أَرفُض + المصدر|8
he wanted to|أَرادَ أنْ + فعل مضارع|8
I want to|أُريد أنْ + فعل مضارع|8
help, helping|المُساعَدة|8
I help (someone) to /in (doing)|أُساعِد .. في + مصدر|8
throughout (time period)|طِوال|8
thanks to|بِفَضل + اسم|8
future|مُسْتَقبَل|8
as|كَما + فعل|8
I join, enter|أَلْتَحِق بِ|8
(he/it) is not|لَيْسَ|8
there is not|لَيْسَ هُناك|8
she/he/it does not have|لَيْسَ له / لَها|8
it does not have|لَيْسَ فيهِ / فيها|8
like|مِثلَ|8
I succeeded in, passed|نَجَحْتُ في|8
I succeed in, pass|أَنجَح في ، النَجاح في|8
past|الماضي|8
root|جَذر|8
pattern|وَزن|8
company|شَرِكة ج. شَرِكات|8
in need of|بِحاجة إلى|8
if|إذا + الماضي|8
I was late, fell behind|تَأَخَّرتُ|8
other (female)|أُخْرى ج. أُخْرَيات|9
other (male)|آخَر ج. آخَرون|9
or|أَو|9
to begin|بَدَأَ ، يَبدَأ ، البَدء|9
some (of)|بَعض + اسم جمع في اضافة|9
then|ثُمَّ|9
newspaper|جَريدة ج. جَرائِد|9
to sit|جَلَسَ ، يَجلِس ، الجُلوس|9
approximately, about|حَوالَيْ|9
to leave (a place)|خَرَجَ من ، يَخرُج من ، الخُروج من|9
special; (its) own; private|خاصّ|9
to smoke|دَخَّنَ ، يُدَخِّن ، التَّدخين|9
sixth|سادِس|9
hour; o'clock; clock, watch|ساعة ج. -ات|9
chess|الشَطَرَنْج|9
to be able to|اِستَطاعَ أنْ ، يَستَطيع أنْ|9
afternoon|بَعدَ الظُّهْر|9
to return|عادَ الى ، يَعود الى ، العَوْدة الى|9
eye|عَيْن ج. عُيون|9
lunch|الغَداء|9
to eat breakfast|فَطَرَ ، يَفطُر ، الفُطور|9
a little|قليلاً|9
to play|لَعِبَ ، يَلعَب ، اللَّعِب|9
club|النادي ج. النَوادي|9
to leave (the house); to descend|نَزَلَ من ، يَنْزِل من ، النُّزول من|9
half|نِصف|9
to wake (someone) up|يوقِظ|9
me (object of verb)|ني|9
time|وَقت|9
quarter|رُبع|9
third|ثُلث|9
less|إلّا|9
minute|دَقيقة ج. دَقائِق|9
At what time ...?|في أيّ ساعة ... ؟|9
discussion, to discuss|المُناقَشة|9
the world|العالَم|9
late|مُتَأَخِّر ج. -ون/ين|10
that, which (definite, female)|الَّتي|10
match, game (sports)|مُبَاراة ج. مُبَارَيات|10
mosque|جامِع ج. جَوامِع|10
to come|جاءَ إلى ، يَجيء إلى ، المَجيء إلى|10
quickly|بِسُرعة|10
to stay up late|سَهِرَ ، يَسْهَر ، السَّهَر|10
to become|أَصبَحَ ، يُصْبِح|10
to wake up|صَحا ، يَصحو|10
prayer|الصَّلاة|10
usually|عادةً|10
to understand|فَهِمَ ، يَفْهَم ، الفَهم|10
to reside, take up residence|أقامَ ، يُقيم ، الإقامة|10
more|أَكثَر|10
night|لَيلة ج. ليالي / لَيالٍ|10
tonight|اللَّيلة|10
at night|باللَّيْل|10
to enjoy|اِستَمْتَعَ ب ، يسْتَمْتِع بِ ، الاِسْتِمتاع ب|10
it is possible to|يُمْكِن أنْ + فعل مضارع|10
I can|يُمْكِنُني أنْ|10
to sleep, go to sleep|نامَ ، يَنام ، النَّوم|10
time, appointment|مَوعِد ج. مَواعيد|10
king|مَلِك ج. مُلوك|10
bathroom, bath|حَمّام ج. -ات|10
to receive, meet (people)|اِستَقبَلَ ، قابَلَ|10
me|ني|10
us|نا|10
you (pl., object)|كُم|10
you (m., object)|كَ|10
you (f., object)|كِ|10
him, it|هُ|10
her, it, them|ها|10
them|هُم|10
to exchange|تَبادَلَ ، يَتَبادَل ، التَّبادُل|11
(an) experience|تَجْرِبة ج. تَجارِب|11
shyness, embarrassment|الخَجَل|11
she got engaged to|خُطِبَت لِ|11
tourism|السِّياحة|11
pharmacy|صَيْدَلِيّة ج. -ات|11
several|عِدّة + اسم جمع|11
to get to know, meet|تَعَرَّفَ على ، يَتَعَرَّف على ، التَّعَرُّف على|11
emotional; romantic|عاطِفيّ|11
most (of)|مُعظَم + اسم جمع في إضافة|11
relationship; relations (between)|عَلاقة ج. -ات|11
when (non-interrogative)|عِندما + فعل|11
hotel|فُندُق ج. فَنادِق|11
to be cut off|اِنْقَطَعَ ، يَنْقَطِع ، الاِنْقِطاع|11
once, (one) time|مَرّة ج. -ات|11
together|مَعاً|11
of, among|مِن|11
engineer|مُهَنْدِس ج. -ون/ين|11
no one, none (of)|(لا أَحَد (من ال|11
people|الناس|11
all|كل ال + الجمع|11
each, every|كل + مفرد|11
some of|بَعْض ال + الجمع|11
number (of)|عَدَد ج. أَعداد|11
bed|سَرير|11
ambassador|سَفير ج. سُفَراء|11
health|الصِحّة|11
adjective|صِفة ج. صِفات|11
to take|أَخَذَ ، يَأخُذ ، الأخْذ|12
the last...|آخِر + اسم مفرد|12
to stay, remain|بَقِيَ ، يَبْقى ، البَقاء|12
all together|جَميعاً|12
vacation|إجازة ج. -ات|12
life|الحَياة|12
to visit|زارَ ، يَزور ، الزِّيارة|12
(future marker)|(سَ (سَوفَ|12
she did not travel|لم تُسافر|12
the most difficult ...|أَصْعَب + اسم مفرد|12
in addition to|بِالإضافة إلى|12
of course, naturally|طَبْعاً|12
day off|عُطلة ج. عُطَل|12
to learn of|عَلِمَ ب ، يَعْلَم ب ، العِلم ب|12
I was appointed|عُيِّنْتُ|12
to be absent from, miss|تَغَيَّبَ عن ، يَتَغَيَّب عن ، التَّغَيُّب عن|12
to decide to|قَرَّرَ أن ، يُقَرَّر أن|12
decision|قَرار ج. -ات|12
comparative (adjective)|مُقارَن|12
to spend (time)|قَضى ، يَقْضي ، القَضاء|12
scholarship award, grant, fellowship|مِنْحة ج. مِنَح|12
here|هُنا|12
death|وَفاة|12
death|مَوت|12
tomorrow|غَداً|12
next, coming|القادِم / ة|12
president|رَئيس ج. رُؤَساء|12
director, manager|مُدير|12
problem|مُشكِلة ج. مَشاكِل|12
completely|بالمَرّة|12
finally, at last|أَخيراً|13
in front of, before|أَمامَ|13
behind, beyond|خَلْف|13
magazine, journal|مَجَلّة ج. -ات|13
to come to|حَضَرَ إلى ، يَحضُر إلى ، الحُضور إلى|13
to attend|حَضَرَ ، يَحضُر ، الحُضور|13
to return|رَجَعَ ، يَرجِع ، الرُّجوع من / إلى|13
to desire, wish to|رَغِبَ في ، يَرغَب في ، الرَّغبة في|13
I continue to (be), still (be/do)|ما زِلتُ|13
to encourage (someone) to|شَجَّعَ على ، يُشَجِّع على ، التَّشْجيع على|13
to think that|ظَنَّ أنّ ، يَظُنّ أنّ ، الظَّنّ|13
it means|يَعني|13
longing for one's native land|الغُربة|13
opportunity, chance|فُرْصة ج. فُرَص|13
to fail|(فَشِلَ ، يَفْشَل ، الفَشَل (في|13
to dismiss, fire (from a job)|فَصَلَ ، يَفصِل ، الفَصْل|13
to settle down, become stable|اِسْتَقَرَّ ، يَسْتَقِرّ ، الاِستِقرار|13
article|مَقالة ج. -ات|13
likewise, also|كَذلِك|13
appropriate, suitable|مُناسِب|13
to finish (something)|اِنْتَهى مِن ، ينتَهي مِن ، الاِنْتِهاء مِن|13
to find|وَجَدَ ، يَجِد|13
I did not find|لم أجِد = ما وَجَدتُ|13
position, job|وَظيفة ج. وَظائف|13
foreign, foreigner|أجنَبيّ ج. أجانِب|13
foundation|مُؤَسَّسة|13
if ... then (hypothetical)|لَو ... لَ|13
I see|أَرى|13
without|بِدون|13
to rent|اِستَأجَرَ ، يَستَأجِر ، الاِستِئْجار|14
to leave (someone or something)|تَرَكَ ، يَترُك ، التَّرك|14
to happen|حَدَثَ ، يَحْدُث|14
garden, yard|حَديقة ج. حَدائق|14
public park|حَديقة عامّة|14
bathroom, bath|حَمّام ج. -ات|14
swimming pool|حَمّام سِباحة|14
to recall; to mention|ذَكَرَ ، يَذْكُر ، الذِّكر|14
comfort, ease|راحة|14
dining (room)|السُّفرة|14
apartment|شَقّة ج. شِقَق / شُقَق|14
kitchen|مَطبَخ ج. مَطابِخ|14
floor, story|طابِق ج. طَوابِق|14
to prepare, make (something) ready|أعَدَّ ، يُعِدّ ، الإعْداد|14
room|غُرفة ج. غُرَف|14
to receive, to welcome|اِسْتَقبَلَ ، يَستَقبِل ، الاِسْتِقبال|14
previously, before|مِن قَبل|14
to consist of, to be made up of|تَكَوَّن من ، يَتَكَوَّن من|14
place|مَكان ج. أماكِن|14
to hope, wish (for someone) to|تَمَنّى أنْ ، يتَمَنّى أنْ|14
to move to|اِنْتَقَلَ إلى ، يَنْتَقِل إلى ، الاِنتِقال إلى|14
in front of, before|أمام|14
between|بَيْنَ|14
below, underneath|تَحتَ|14
next to, beside|بِجانِب|14
above, on top of|فَوقَ|14
behind|وَراءَ|14
to cut|قَطَعَ ، يَقْطَع ، القَطْع|14
dictionary|القاموس|14
except|إلّا|15
(with preceding negative) only|لا / ليس / لن / لم) إلّا)|15
which, that (definite, male)|الَّذي ج. الَّذينَ|15
which, that (definite, female)|الَّتي ج. اللّاتي|15
(a) group of|مَجْموعة من ج. -ات|15
to determine, set|حَدَّدَ ، يُحَدِّد ، التَّحديد|15
freedom|الحُرِّيّة|15
to permit someone to|سَمَحَ لِ بِ ، يَسْمَح لِ بِ ، السَّماح لِ بِ|15
person|شَخْص ج. أشْخاض|15
to share, have in common, participate in|اِشتَرَكَ في ، يَشْتَرِك في ، الاشتِراك في|15
too busy (to have time) for|مَشغول عن ج. -ون|15
thing|شَيء ج. أشْياء|15
friend; boyfriend / girlfriend|صاحِب /ة ج. أصْحاب|15
colloquial or spoken Arabic|العامِّيّة|15
to get angry|غَضِبَ من ، يَغْضَب من، الغَضَب من|15
formal or Classical Arabic|الفُصْحى|15
like, as|كَ + اسم|15
to wear, put on (clothes)|لَبِسَ ، يَلبَس ، اللُّبس|15
I am not|لَستُ|15
he owns, possesses|مَلَكَ ، يَمْلِك ، الملِك|15
to intend to|نَوى + أنْ / المصدر ، يَنوي ، النِّيّة|15
they, both of them|هُما|15
subject, topic|مَوضوع ج. -ات / مَواضيع|15
she was born|وُلِدَت|15
sea|بَحر ج. بِحار|15
island|جَزيرة ج. جُزُر|15
north|شَمال|15
east|شَرق|15
south|جَنوب|15
west|غَرب|15
church|كنيسة ج. كنائِس|15
God, Lord|الرَّبّ|15
i.e.|أَيْ|16
I wonder|يا تُرى ... ؟! + سؤال|16
to arrange|رَتَّبَ ، يُرَتِّب ، التَّرتيب|16
to send|أَرسَل ، يُرسِل ، الإرسال|16
to draw|رَسَمَ ، يَرسُم ، الرَّسْم|16
to buy, purchase|اِشْتَرى ، يَشْتَري ، الشِراء|16
month|شَهْر ج. أشهُر ، شُهور|16
to repair, repairing|أَصْلَحَ ، يُصْلِح ، الإصلاح|16
to prepare for|اِسْتَعَدَّ لِ ، يَستَعِدّ لِ ، الاِستِعداد لِ|16
to change (something)|غَيَّرَ ، يُغَيِّر ، التَّغيير|16
towel|فوطة ج. فُوَط|16
less than|أقَلّ مِن|16
it is necessary to|مِن اللازِم أنْ|16
(bed)sheet|مِلاية ج. -ات|16
middle|مُنْتَصَف|16
it is necessary to|يَجِب + أنْ / المصدر|16
to arrive|وَصَلَ الى ، يَصِل الى ، الوُصول الى|16
expensive|(غالي (غالٍ|16
cheap, inexpensive|رَخيص|16
famous|مَشهور ج. -ون / ين|16
boring|مُمِلّ|16
enjoyable, fun|مُمتِع|16
deep|عَميق|16
dangerous|خَطير|16
to encourage (something)|شَجَّعَ|16
you contact, call, get in touch with|تَتَّصِل بِ|16
be cured|أُشفى|16
to be / become angry|غَضِبَ|16
to be happy|سَعيد ، سَعُدَ|16
to wear, put on|لَبِسَ|16
to make (someone) angry|أَغْضَبَ|16
to make (someone) happy|أَسْعَدَ|16
to dress (someone)|أَلْبَسَ|16
case marking|الإعراب|16
sign (from God)|آية ج. -ات|16
sky, heaven|السَّماء|16
I hope; please|أرجو + أن / المصدر|16
I hope you are|أرجو أنْ تكون|16
subject of aجملة اسمية|مبتدأ|17
predicate of a جملة اسمية|خبر|17
subject of aجملة فعلية|الفاعل|17
object of aجملة فعلية|المفعول بِهِ|17
it appears, seems that|يَبدو أنّ|17
(the) rest, remainder of (noun)|بَقِيّة|17
to meet, gather (with)|اِجْتَمَعَ ، يجْتَمِع( الاِجْتِماع (ب / مع|17
until|حَتّى|17
to differ from|اِختَلَفَ عن ، يَخْتَلِف عن ، الاِختِلاف عن|17
well, fine (said of people only)|بِخَير|17
meal eaten before dawn during Ramadan|السُّحور|17
series, serial (on television)|مُسَلْسَل ج. -ات|17
to supervise|أَشْرَفَ على ، يُشرِف على ، الإشراف على|17
to be / become (pre)occupied with|اِنْشَغَلَ بِ ، يَنْشغِل بِ ، الاِنشِغال ب|17
newspaper|صَحيفة ج. صُحُف|17
to cook|طَبَخَ ، يَطبُخ ، الطَبْخ|17
to get used to, accustomed to|(اِعْتادَ (على|17
year|عام ج. أعوام|17
(greeting used on holidays, birthdays, etc)|كل عام وأنتم بخير|17
meal breaking fast in Ramadan, breakfast|الإفطار|17
rolled dried apricots, or a drink or pudding made from them|قَمَر الدّين|17
cafe|مَقهَى ج. مقاهٍ / المقاهي|17
to get up|قامَ ، يَقوم ، القِيام|17
a kind of Middle Eastern pastry|الكُنافة|17
to undertake, assume (a task or position)|تَوَلّى ، يَتَولّى ، التَّوَلّي|17
chapter (of the Quran)|سورة ج. سُوَر|17
verse|آية ج. آيات|17
I worship|أعبُد|17
to believe|آمَن ، يُؤمِن ، الإيمان|17
fasting, to fast|الصِّيام|17
to think about|فَكَّر في ، يُفَكِّر في ، التَّفكير|17
it was written (as law)|كُتِبَ|17
ease|اليُسر|17
hardship|العُسر|17
preposition|حرف جَر|17
bald (m., pl.)|أَصْلَع ، صُلع|18
blind (m., f., pl.)|أَعْمى ، عَمْياء ، عُمي|18
to design|صَمَّمَ|18
engine|مُحَرِّك|18
mail, post|بَريد|18
card|بِطاقة ج. -ات|18
part (of)|(جُزء ج. أَجزاء (مِن|18
real, actual, true|حَقيقِيّ ج. -ون|18
dream|حُلم ج. أَحلام|18
different|مُختَلِف ج. -ون|18
morals|(أَخلاق (جمع|18
smart, intelligent|ذَكِيّ ج. أَذكِياء|18
perhaps, maybe|رُبَّما|18
to welcome|رَحَّبَ بِ ، يُرَحِّب بِ ، التَرحيب بِ|18
young man|شابّ ج. شَباب / شُبّان|18
youth|الشَباب|18
to occupy, preoccupy|شَغَلَ ، يَشْغَل ، الشُّغل|18
form, shape|شَكْل ج. أَشكال|18
friendship|صَداقة ج. -ات|18
to consider|اِعتَبَرَ ، يَعْتَبِر ، الاِعتِبار|18
meaning|مَعنى ج. المعاني / معانٍ|18
idea, thought|فِكْرة ج. أَفكار|18
superior, outstanding|مُتَفَوِّق ج. -ون|18
to hint that|لَمَّحَ إلى أنّ ، يُلَمِّح ، التَّلميح|18
important|مُهِمّ ج. -ون|18
the important thing (is)|المُهِمّ هو|18
body|الجِسم|18
head|الرَأس|18
hair|الشَعْر|18
eye|العَيْن|18
tongue|اللِسان|18
hand|اليَد|18
heart|القَلْب|18
stomach|البَطْن|18
blood|الدَم|18
leg|الرِجْل|18
brown|بُنّيّ / ة|18
purple|بَنَفْسَجيّ / ة|18
pink|زَهريّ / ة|18
grey|رَماديّ / ة|18
gold|ذَهَبيّ / ة|18
silver|فِضّيّ / ة|18
blue (m., f., pl.)|أزرَق ، زَرقاء ، زُرق|18
red (m., f., pl.)|أَحمَر ، حَمراء ، حُمر|18
white (m., f., pl.)|أَبيَض ، بَيضاء ، بيض|18
black (m., f., pl.)|أَسود ، سَوداء ، سود|18
green (m., f., pl.)|أَخضَر ، خَضراء ، خُضر|18
yellow (m., f., pl.)|أَصفَر ، صَفراء ، صُفر|18
dark-complexioned(m., f., pl.)|أَسْمَر ، سَمْراء ، سُمر|18
blond, fair-complexioned(m., f., pl.)|أَشْقَر ، شَقْراء ، شُقر|18
grey / white haired (m., f., pl.)|أَشْيَب ، شَيْباء ، شيب|18
(piece of) advice|نَصيحة ج. نَصائِح|19
to stop|تَوَقَّفَ عن ، يَتَوَقَّف عن ، التَوَقُّف عن|19
gift, present|هَدِيّة ج. هَدايا|19
clouds|الغُيوم|19
father|أَب ج. آباء|19
to resume|اِستَأنَفَ ، يَستَأنِف ، الاِستِئناف|19
so as to|حَتّى + المضارع المنصوب|19
to choose|اِختارَ ، يَختار ، الاِختِيار|19
arrangement|تَرتيب ج. تَرتيبات|19
behavior, way of acting|سُلوك|19
act, action (of behavior)|تَصَرُّف ج. تَصَرُّفات|19
necessary|ضَروريّ|19
child|طِفل / ة ج. أَطفال|19
to ask of (someone to)|طَلَبَ من أنْ ، يطلُب من أنْ ، الطَّلَب من أنْ|19
to be or remain absent|غابَ عن ، يَغيب عن ، الغِياب عن|19
to meet (someone)|قابَلَ ، يُقابِل ، المُقابَلة|19
interview|مُقابَلة ج. مُقابَلات|19
to mean, intend|قَصَدَ ، يَقصِد ، القَصد|19
as if|كَأَنّ + جملة اسمية|19
to pass (by), drop by|مَرَّ بِ ، يَمُرّ بِ ، المُرور بِ|19
those|هؤُلاء|19
stereotypes|النَمَطية|19
championship|بُطولة|19
novel|رِواية ج. -ات|19
writer|كاتِب ج. كُتّاب|19
Christmas|عيد الميلاد|19
as, just as|كما|19
like, as|كَ|19
like|مِثل|19
it was taken (passive)|أُخِذَتْ|20
thousand|أَلْف ج. آلاف|20
human being, (plural) people|إنْسان ج. ناس|20
to be completed|تَمَّ ، يَتِمّ + المصدر|20
to run|جَرى ، يَجري ، الجَري|20
passport|جَواز سَفَر ج. جوازات سفر|20
