minus|ناقِص|noun||m|n
question particle for yes/no questions|هَلْ|particle|Common||n
identity|هُوِيّة|noun||f|n
identities|هُوِيّات|noun||f|y
one|واحِد|noun|Numbers|m|n
vocative particle used to call the attention of the addressee|يا|particle|Common||n
Japanese (language)|اليابانِيَّة|noun|Subjects|f|n
biology|أحْياء|noun|Subjects|f|n
rather, but|بَلْ|particle|||n
building|بِناية|noun|Locations|f|n
buildings|بِنايات|noun|Locations|f|y
bag; briefcase|حَقيبة|noun|Clothing|f|n
bags; briefcases|حَقائب|noun|Clothing|f|y
closet, cupboard|خِزانة|noun|Household|f|n
closets, cupboards|خَزائِن/خِزانات|noun|Household|f|y
to study|دَرَسَ (يَدرُسُ) دِراسة/دَرْس|verb|||n
bed|سَرير|noun|Household|m|n
beds|أسِرّة|noun|Household|m|y
small; young|صَغيرة|adj|Common|f|n
school subject, course|مادّة|noun|Education|f|n
school subjects, courses|مَوادّ|noun|Education|f|y
middle|وُسْطى|adj|Common|f|n
father|أب|noun|Family|m|n
fathers|آباء|noun|Family|m|y
elementary|ابْتِدائيّ|adj|Education||n
son|ابْنٌ|noun|Family|m|n
sons|أبْناء|noun|Family|m|y
daughter|ابْنَة|noun|Family|f|n
daughters; girls|بَنات|noun|Family|f|y
brother|أَخ|noun|Family|m|n
brothers|إخوة|noun|Family|m|y
sister|أُخْت|noun|Family|f|n
sisters|أَخَوات|noun|Family|f|y
mother|أُمّ|noun|Family|m|n
mothers|أُمَّهات|noun|Family|m|y
English|إنْكليزيّ|noun|Subjects|m|n
first|أوَّل|noun|Numbers|m|n
first (pl)|أوائِل|noun|Numbers|m|y
girl|بِنْت|noun|People|f|n
ninth|تاسِع|adj|Numbers||n
differential equations|تَفاضُل|noun|Subjects|m|n
second|ثانٍ (الثاني)|noun|Numbers|m|n
third|ثالِث|adj|Numbers||n
eighth|ثامِن|adj|Numbers||n
fifth|خامِس|adj|Numbers||n
of school, academic|دِراسِيّ|adj|Education||n
fourth|رابع|adj|Numbers||n
husband|زَوْج|noun|Family|m|n
husbands|أزْواج|noun|Family|m|y
wife|زَوْجَة|noun|Family|f|n
wives|زَوْجات|noun|Family|f|y
seventh|سابع|adj|Numbers||n
sixth|سادِس|adj|Numbers||n
small; young; small child, young child|صَغير|adj|Common|m|n
child|طِفْل|noun|People|m|n
children|أطْفال|noun|People|m|y
tenth|عاشِر|adj|Numbers||n
nuclear family, family that one supports|عائِلَة|noun|Family|f|n
nuclear families, family that one supports (pl)|عوائِل/عائِلات|noun|Family|f|y
(academic) term, season|فَصْل|noun|Education|m|n
(academic) terms, seasons|فُصول|noun|Education|m|y
only; no more than|فَقَطْ|particle|Common||n
physics|فيزياء|noun|Subjects|f|n
big, large; old (in age)|كَبير|adj|Common||n
chemistry|كيمياء|noun|Subjects|f|n
nice|لَطيف|adj|||n
who|مَنْ|pronoun|Common||n
sole, only|وَحيد|noun||m|n
sole, only (pl)|وَحيدون|noun||m|y
boy|وَلَد|noun|People|m|n
boys|أَوْلاد|noun|People|m|y
to be able, can|اِسْتَطاعَ (يَسْتَطِيعُ) اِسْتِطاعة|verb|Common||n
sorry|آسِف/آسِفة|noun|Common|m/f|n
most knowledgeable|أعلَم|noun|||n
God knows|الله أعْلَم|phrase|Common||n
librarian|أمينُ/أمينةُ مَكتَبةٍ|noun|Occupations|m/f|n
program|بَرنامَج|noun||m|n
programs|بَرامِج|noun||m|y
to speak|تَكَلَّمَ (يَتَكَلَّمُ) تَكَلُّم|verb|Common||n
abundant|جَزيلاً|adj|||n
good|جَيِّد|adj|Common||n
well|جَيِّداً|adv|Common||n
where, when|حَيْثُ|adv|Common||n
pharmacology|صَيْدَلَة|noun|Subjects|f|n
knowledgeable|عَليم|adj|||n
group of ten|عَقْد|noun|Numbers|f|n
groups of ten|عُقود|noun|Numbers|f|y
little|قَليل|adj|Common||n
a little|قَليلاً|adv|Common||n
to, for, by|لـ|prep|||n
don’t worry about it|لا شُكْرَ على واجِب|phrase|Common||n
boss; director, manager|مُدير|noun|Occupations|m|n
bosses; directors, managers|مُدَراء|noun|Occupations|m|y
help, assistance|مُساعَدة|noun|||n
agreement|مُوافَقَة|noun|||n
worker; employee|مُوَظَّف|noun|Occupations|m|n
workers; employees|مُوَظَّفون|noun|Occupations|m|y
hundred|مِئة|noun|Numbers|f|n
hundreds|مِئات|noun|Numbers|f|y
you (m. sg.) are able|يُمْكِنُكَ|verb|||n
to like|أحَبَّ (يُحِبُّ) حُبّ، مَحَبّة|verb|Common||n
sometimes|أحياناً|adv|Common||n
to want|أرادَ (يُريدَ) إرادة|verb|Common||n
to give|أعطى (يُعطي) أَعْطِ|verb|Common||n
giving|إعْطاء|noun|||n
which|أيُّ/أيّةُ|noun||m/f|n
to sell|باعَ (يَبيعُ) بَيْع|verb|||n
if you please|تَفَضَّلْ/تَفَضَّلي|verb|Common||n
usually|عادَةً|adv|Common||n
to do|فَعَلَ (يَفعَلُ) فِعْل|verb|Common||n
to read|قَرَأَ (يَقرَأُ) قِراءة|verb|Common||n
nearby, close|قُرْب|adv|Common||n
to write|كَتَبَ (يَكْتُبُ) كِتابة|verb|Common||n
magazine|مَجَلَّة|noun|Entertainment|f|n
magazines|مَجَلاّت|noun|Entertainment|f|y
please|مِنْ فَضْلِك|phrase|Common||n
to bring|أحْضَرَ (يُحْضِرُ) إحْضار|verb|||n
rice|أرُزّ|noun|Food|m|n
to eat|أكَلَ (يأكُلُ) أكْل|verb|Common||n
orange|بُرتُقال|noun|Food|m|n
egg|بَيْض|noun|Food|m|n
Come here!|تَعالَ/تَعالي|verb|Common|m/f|n
apple|تُفّاح|noun|Food|m|n
to eat; to take; to reach for something|تَناوَلَ (يَتَناوَلُ) تَناوُل|verb|||n
cheese|جُبْن|noun|Food|m|n
cheeses|أجْبان|noun|Food|m|y
to sit|جَلَسَ (يَجلِسُ) جُلوس (اِجلِسْ)|verb|||n
ready, all set|حاضِر|adj|||n
grain, cereal|حَبّ|noun|Food|m|n
grains, cereals|حُبوب|noun|Food|m|y
very well, okay (a response denoting agreement)|حَسَناً|adv|Common||n
to prepare, to make|حَضَّرَ (يُحَضِّرُ) تَحْضير|verb|||n
milk|حَليب|noun|Food|m|n
bread|خُبْز|noun|Food|m|n
vegetables, greens|خَضْراوات|noun|Food|f|n
light|خَفيف|adj|||n
pig, swine|خِنزير|noun|Animals|m|n
pigs, swine|خَنازير|noun|Animals|m|y
chicken|دَجاج|noun|Food|m|n
without|دونَ|prep|||n
butter|زُبْدة|noun|Food|f|n
wild thyme|زَعتَر|noun|Food|m|n
olive|زَيْتون|noun|Food|m|n
sugar|سُكَّر|noun|Food|m|n
salad|سَلَطة|noun|Food|f|n
salads|سَلَطات|noun|Food|f|y
tea|شاي|noun|Food|m|n
to drink|شَرِبَ (يَشْرَبُ) شُرْب|verb|Common||n
morning|صَباح|noun|Times|m|n
falafel (Egypt)|طَعْمِيّة|noun|Food|f|n
noon|ظُهْر|noun|Times|m|n
honey|عَسَل|noun|Food|m|n
juice|عَصير|noun|Food|m|n
breakfast|فَطور|noun|Food|m|n
falafel (Syria)|فُلفُل|noun|Food|m|n
falafel (Syria) (pl)|فَلافِل|noun|Food|m|y
cup|فِنْجان|noun|Dishes|m|n
cups|فَناجين|noun|Dishes|m|y
fava beans|فول|noun|Food|m|n
piece|قِطْعة|noun||f|n
pieces|قِطَع|noun||f|y
coffee|قَهْوة|noun|Food|f|n
glass|كَأس|noun|Dishes|f|n
glass (pl)|كُؤوس|noun|Dishes|f|y
a great deal|كَثيراً|adv|||n
meat|لحْم|noun|Food|m|n
meats|لُحوم|noun|Food|m|y
What’s your opinion?|ما رأيُك|phrase|||n
water|ماء|noun|Food|m|n
water (pl)|مِياه|noun|Food|m|y
when|مَتى|particle|Common||n
jam, preserve|مُرَبّى|noun|Food|m|n
jams, preserves|مُرَبَّيات|noun|Food|m|y
boiled|مَسْلوق|particle|||n
evening|مَساء|noun|Times|m|n
kitchen|مَطْبَخ|noun|Household|m|n
kitchens|مَطابِخ|noun|Household|m|y
restaurant|مَطْعَم|noun|Locations|m|n
restaurants|مَطاعِم|noun|Locations|m|y
cafeteria|مَقْصَف|noun|Locations|m|n
cafeterias|مَقاصِف|noun|Locations|m|y
agree|مُوافِق|adj|||n
one|أحَد|noun||m|n
one (pl)|آحاد|noun||m|y
to wake up|اِسْتَيْقَظَ (يَسْتَيْقِظُ) اِسْتَيقاظ|verb|||n
statistics|إحْصاء|noun|Subjects|m|n
to end, to finish, to come to an end|انْتَهى (يَنْتَهي) اِنْتِهاء (مِن)|verb|||n
except, minus|إلاّ|particle|||n
thousand|ألْف|noun|Numbers|m|n
thousands|آلاف|noun|Numbers|m|y
to begin|بَدَأ (يَبْدَأُ) بِداية، بَدْء|verb|||n
after|بَعْدَ|prep|||n
a third|ثُلْث|noun|Numbers|m|n
thirds|أثْلاث|noun|Numbers|m|y
conversation|حَديث|noun||m|n
conversations|أحاديث|noun||m|y
hummus|حِمَّص|noun|Food|m|n
minute|دَقيقَة|noun|Times|f|n
minutes|دَقائِق|noun|Times|f|y
international|دَوْلِيّ|noun||m|n
quarter|رُبْع|noun|Numbers|m|n
quarters|أرْباع|noun|Numbers|m|y
o’clock, hour, watch, clock|ساعَة|noun|Times|f|n
o’clock (pl), hours, watches, clocks|ساعات|noun|Times|f|y
relation|عَلاقة|noun||f|n
relations|عَلاقات|noun||f|y
to mean|عَنى (يَعْني)|verb|||n
pleased to meet you (lit. "a happy opportunity")|فُرْصَة سَعيدة|phrase|Common||n
kebab|كَباب|noun|Food|m|n
united|مُتَّحِد|adj||m|n
accounting|مُحاسَبة|noun|Subjects|f|n
time, appointment|مَوْعِد|noun|Times|m|n
times, appointments|مَواعيد|noun|Times|m|y
to fall asleep, to sleep|نامَ (يَنامُ) نَوْم|verb|||n
half|نِصْف|noun|Numbers|m|n
halves|أنْصاف|noun|Numbers|m|y
here|هُنا|adv|Common||n
alone, by himself|وَحْدَهُ|adv|||n
The United States of America|الوِلاياتُ المُتَّحِدةُ الأمريكيّة|noun|Places|f|n
immediate (parents, siblings) and extended family; extended family|أُسْرة|noun|Family|f|n
immediate (parents, siblings) and extended families; extended families|أُسَر|noun|Family|f|y
Germany|ألمانيا|noun|Places|f|n
German|ألمانيّ|adj|Places||n
Pakistan|الباكِسْتان|noun|Places|f|n
secondary|ثانَوِيّ|adj|||n
new|جَديد|adj|Common|m|n
new (pl)|جُدُد|adj|Common|m|y
beautiful, good-looking|جَميل|adj|Common||n
beautiful, good-looking (pl)|جَميلون|adj|Common||y
modern|حَديث|adj|||n
house|دار|noun|Household|f|n
houses|دور|noun|Household|f|y
study|دِراسة|noun|Education|f|n
studies|دِراسات|noun|Education|f|y
to go|ذَهَبَ (يَذْهَبُ) ذَهاب|verb|Common||n
driver, chauffeur|سائِق|noun|Occupations|m|n
drivers, chauffeurs|سائقون|noun|Occupations|m|y
market|سوق|noun|Locations|f|n
markets|أسْواق|noun|Locations|f|y
friend|صَديق|noun|People|m|n
friends|أصْدِقاء|noun|People|m|y
small (pl); young (pl); small children, young children|صِغار|adj|Common|m|y
tall|طَويل|noun|Descriptive|m|n
tall (pl)|طِوال|noun|Descriptive|m|y
cord used to hold a headdress in place|عِقال|noun|Clothing|m|n
cord used to hold a headdress in place (pl)|عُقُل|noun|Clothing|m|y
to work|عَمِلِ (يَعْمَلُ) عَمَل|verb|Common||n
a man’s headdress|غُتْرة|noun|Clothing|f|n
men’s headdresses|غُتَر/غُترات|noun|Clothing|f|y
girl, young woman|فَتاة|noun|People|f|n
girls, young women|فَتَيات|noun|People|f|y
old, ancient|قَديم|adj|Common||n
old, ancient (pl)|قُدَماء|adj|Common||y
short|قَصير|noun|Descriptive|m|n
short (pl)|قِصار|noun|Descriptive|m|y
powerful, strong|قَويّ|adj|||n
powerful, strong (pl)|أقوِياء|adj|||y
big, large; old (in age) (pl)|كِبار|adj|Common||y
headdress|كوفِيّة|noun|Clothing|f|n
headdresses|كوفيّات|noun|Clothing|f|y
to wear|لَبِسَ (يَلبَسُ) لُبْس|verb|||n
particle used negate past-tense verbs|ما|particle|||n
engine, motor|مُحَرِّك|noun|Transportation|f|n
engines, motors|مَحَرِّكات|noun|Transportation|f|y
handsome|وَسيم|adj||m|n
handsome (pl)|وَسيمون|adj||m|y
India|الهِنْد|noun|Places|f|n
Japan|اليابان|noun|Places|f|n
August|آب|noun|Months|m|n
to come|أتى (يَأتي) إتيان (إلى)|verb|||n
Monday|الإثْنَين|noun|Days|m|n
Sunday|الأَحَد|noun|Days|m|n
March|آذار|noun|Months|m|n
Wednesday|الأرْبِعاء|noun|Days|m|n
week|أُسْبوع|noun|Times|m|n
weeks|أَسابيع|noun|Times|m|y
to buy|اِشتَرى (يَشتري) شِراء|verb|||n
certainly, surely|أكيد|adv|||n
yesterday|أَمْسِ|adv|||n
that (after verbs similar to “think”)|أَنَّ|particle|||n
that (after the verb for “say”)|إنَّ|particle|||n
God willing, hopefully|إنْ شاءَ الله|phrase|Common||n
May|أيّار|noun|Months|m|n
September|أَيْلول|noun|Months|m|n
some|بَعْضُ|noun|||n
October|تِشرين الأوَّل|noun|Months|m|n
November|تِشرين الثاني|noun|Months|m|n
to be acquainted with|تَعَرَّفَ (يَتَعَرَّفُ) تَعَرُّف (على)|verb|||n
calendar|تَقويم|noun||m|n
calendars|تَقاويم|noun||m|y
July|تَمّوز|noun|Months|m|n
Tuesday|الثُلاثاء|noun|Days|m|n
to come|جاء (يَجيءُ) مَجيء|verb|Common||n
sitting|جُاوس|noun|||n
Islamic month (jumAdi al-Aghira)|جُمادى الآخِرة|noun|Months|f|n
Islamic month (jumAdi al-‘Ula)|جُمادى الأولى|noun|Months|f|n
Friday|الجُمعة|noun|Days|m|n
till, until|حَتّى|particle|||n
June|حَزيران|noun|Months|m|n
when|حينَ|adv|||n
Thursday|الخَميس|noun|Days|m|n
lesson|دَرْس|noun|Education|m|n
lessons|دُروس|noun|Education|m|y
Islamic month (thu al-Hijja)|ذو الحِجّة|noun|Months|m|n
Islamic month (thu al-qi’da)|ذو القِعدة|noun|Months|m|n
wonderful, awesome|رائع|adj|||n
Islamic month (rabi al-Aghira)|رَبيع الآخِر|noun|Months|m|n
Islamic month (rabi al-‘Awwal)|رَبيع الأوَّل|noun|Months|m|n
Islamic month (rajab)|رَجَب|noun|Months|m|n
Islamic month (ramaDAn)|رَمَضان|noun|Months|m|n
to visit|زارَ (يَزورُ) زِيارة|verb|||n
shall, will (future particle)|سَـ|particle|||n
Saturday|السَبْت|noun|Days|m|n
year|سَنة|noun|Times|f|n
years|سَنَوات/سُنون|noun|Times|f|y
shall, will (future particle)|سَوْفَ|particle|||n
February|شُباط|noun|Months|m|n
bed sheet|شَرْشَف|noun|Household|m|n
bed sheets|شَراشِف|noun|Household|m|y
Islamic month (sha’bAn)|شَعبان|noun|Months|m|n
month|شَهْر|noun|Times|m|n
months|أشْهُر/شُهور|noun|Times|m|y
Islamic month (shawwAl)|شَوّال|noun|Months|m|n
Islamic month (Safar)|صَفَر|noun|Months|m|n
guest|ضَيْف|noun|People|m|n
guests|ضُيوف|noun|People|m|y
airplane|طائِرة|noun|Transportation|f|n
airplanes|طائِرات|noun|Transportation|f|y
to think, to believe|ظَنَّ (يَظُنُّ)|verb|||n
tomorrow|غَداً|adv|Common||n
hotel|فُنْدُق|noun|Locations|m|n
hotels|فَنادِق|noun|Locations|m|y
to meet|قابَلَ (يُقابِلُ) مُقابَلة|verb|||n
to say|قالَ (يَقولُ) قَوْل|verb|||n
before|قَبْلَ|adv|Common||n
close, near; a relative|قَريب|adv|Common|m|n
shirt|قَميص|noun|Clothing|m|n
shirts|قُمْصان|noun|Clothing|m|y
to be (was, were)|كانَ (يَكونُ) كَوْن|verb|Common||n
December|كانون الأوَّل|noun|Months|m|n
January|كانون الثاني|noun|Months|m|n
objection|مانِع|noun|||n
enthusiastic|مُتَحَمِّس|adj|||n
Islamic month (muHarram)|مُحَرَّم|noun|Months|m|n
to walk|مَشى (يَمْشي) مَشي|verb|Common||n
airport|مَطار|noun|Transportation|m|n
airports|مَطارات|noun|Transportation|m|y
to stay (in a place)|نَزَلَ (يَنْزِلُ) نُزول|verb|||n
sleeping|نَوْم|noun|||n
April|نيسان|noun|Months|m|n
pillow|وِسادة|noun|Household|f|n
pillows|وَسائِد|noun|Household|f|y
to arrive, to reach a destination|وَصَلَ (يَصِلُ) وُصول|verb|||n
day|يَوْم|noun|Times|m|n
days|أيّام|noun|Times|m|y
today|اليَوْم|adv|Common||n
diary, daily journal|يَوْمِيّة|noun|||n
diaries, daily journals|يومِيّات|noun|||y
green|أخْضَر|adj|Colors|m|n
green (pl)|خُضْر|adj|Colors|m|y
cold|بارِد|adj||m|n
sea|بَحْر|noun|Geography|m|n
seas|بِحار|noun|Geography|m|y
lake|بُحَيْرة|noun|Geography|f|n
lakes|بُحَيْرات|noun|Geography|f|y
snow|ثَلْج|noun||m|n
snow (pl)|ثُلوج|noun||m|y
hot|حارّ|adj|Common|m|n
heat|حَرارة|noun||f|n
autumn|خَريف|noun|Times|m|n
green|خَضْراء|adj|Colors|f|n
green (pl)|خُضْر|adj|Colors|f|y
warm|دافِئ|adj|Common|m|n
class, step, level, degree (temperature)|دَرَجة|noun||f|n
classes, steps, levels, degrees (temperature)|دَرَجات|noun||f|y
spring|رَبيع|noun|Times|m|n
wind|ريح|noun||f|n
winds|رِياح|noun||f|y
flower|زَهْرة|noun|Plants|f|n
flowers|زَهَرات/أزْهار|noun|Plants|f|y
brilliant, shining|ساطِع|adj||m|n
to swim|سَبَحَ (يَسْبَحُ) سِباحة|verb|||n
to fall|سَقَط (يَسْقُطُ) سُقوط|verb|||n
sky|سَماء|noun|Nature|f|n
skies|سَماوات|noun|Nature|f|y
beach|شاطِئ|noun|Nature|m|n
beaches|شَواطِئ|noun|Nature|m|y
winter|شِتاء|noun|Times|m|n
tree|شَجَرة|noun|Plants|f|n
trees|شَجَرات|noun|Plants|f|y
sun|شَمْس|noun|Nature|f|n
suns|شُموس|noun|Nature|f|y
pure; clear, not cloudy|صافٍ، صافِية|adj||m/f|n
clear, fine (of weather)|صَحْوٌ|adj||m|n
way, road|طَريق|noun|Directions|f|n
ways, roads|طُرُق، طُرُقات|noun|Directions|f|y
weather|طَقْس|noun||m|n
weather (pl)|طُقوس|noun||m|y
worker, laborer|عامِل|noun|Occupations|m|n
workers, laborers|عُمّال|noun|Occupations|m|y
Labor Day|عيدُ العُمّال|noun|Holidays||n
cloudy, overcast|غائِم|adj||m|n
rain cloud|غَيْمة|noun|Nature|f|n
rain clouds|غُيوم|noun|Nature|f|y
every, all, the whole|كُلّ|noun|Common||n
color|لَوْن|noun|Colors|m|n
colors|ألْوان|noun|Colors|m|y
night|لَيْل|noun|Times|m|n
rainy|ماطِر|adj||m|n
rain|مَطَر|noun|Nature|m|n
rains|أمْطار|noun|Nature|m|y
moderate|مُعْتَدِل|adj|||n
most|مُعْظَم|noun|||n
daytime|نَهار|noun|Times|m|n
to bathe, to take a bath or shower|اسْتَحَمَّ (يَستَحِمُّ) استِحْمام|verb|||n
to move, to relocate|اِنتَقَلَ (يَنتَقِلُ) اِنْتِقال|verb|||n
in need of|بِحاجةٍ (إلى)|phrase|||n
tabouleh salad|تَبّولة|noun|Food|f|n
then, and again|ثُمَّ|conj|||n
to prepare|جَهَّزَ (يُجَهِّزُ) تَجْهيز|verb|||n
bus, tram|حافِلة|noun|Transportation|f|n
buses, trams|حافِلات|noun|Transportation|f|y
to shave|حَلَقَ (يَحْلِقُ) حَلْق|verb|||n
bathroom|حَمّام|noun|Household|f|n
bathrooms|حمّامات|noun|Household|f|y
news story|خَبَر|noun||m|n
news stories|أخْبار|noun||m|y
vegetable|خُضرة|noun|Food|f|n
vegetables|خُضَر|noun|Food|f|y
chin (or beard, when shaving)|ذَقْن|noun|Body|f|n
chins (or beards, when shaving)|ذُقون|noun|Body|f|y
to organize|رَتّبَ (يُرَتِّبُ) تَرْتيب|verb|||n
to return, to go back|رَجَعَ (يَرْجِعُ) رُجوع|verb|||n
letter, message|رِسالة|noun||f|n
letters, messages|رَسائِل|noun||f|y
tooth|سِنٌّ|noun|Body|f|n
teeth|أسْنان|noun|Body|f|y
to witness, to see, to watch|شاهَدَ (يُشاهِدُ) مُشاهَدة|verb|||n
soap|صابون|noun||m|n
plate|صَحْن|noun|Dishes|m|n
plates|صُحون|noun|Dishes|m|y
to go back, to return|عادَ (يَعودُ) عَوْدة|verb|||n
world|عالَم|noun||m|n
worlds|عَوالِم|noun||m|y
break; vacation|عُطْلة|noun||f|n
breaks; vacations|عُطْلات/عُطَل|noun||f|y
dinner|عَشاء|noun|Food|m|n
dinners|أعْشِية|noun|Food|m|y
lunch|غَداء|noun|Food|m|n
lunches|أغْدِية|noun|Food|m|y
to wash|غَسَلَ (يَغْسِلُ) غَسْل|verb|||n
to change something|غَيَّرَ (يُغَيِّرُ) تَغيير|verb|||n
brush|فُرْشاة|noun||f|n
brushes|فَراشٍ|noun||f|y
to spend time|قَضى (يَقضي) قَضاء|verb|||n
writing|كِتابة|noun|Subjects||n
much, a great deal|كَثير|noun|Common|m|n
much, a great deal (pl)|كَثيرون/كِثار|noun|Common|m|y
because|ﻷَنَّ|particle|||n
yogurt|لَبَن|noun|Food|m|n
why|لِماذا|particle|||n
one coming early|مُبَكِّر|noun||m|n
one coming early (pl)|مُبَكِّرون|noun||m|y
one coming late|مُتَأخِّر|noun||m|n
one coming late (pl)|مُتَأخِّرهن|noun||m|y
stewed|مٌدَمَّس|adj|||n
once, one occurrence|مَرّة|noun|Common|f|n
once, one occurrence (pl)|مَرّات|noun|Common|f|y
show, (television) series, serial|مُسَلسَل|noun|Entertainment|m|n
